mae,max_abs,mse,n_values,rmse,task,time_group
0.0011963324515195067,0.03661684691905975,3.823865591234648e-06,59392,0.0019554706827857706,PnPNovelFromPlacematToPlateSplitA,t00_03
0.0007384567528873486,0.03692328929901123,1.5473067549613349e-06,59392,0.0012439078562985824,PnPNovelFromPlacematToPlateSplitA,t04_07
0.0006892030275070065,0.015743136405944824,1.1555733442424995e-06,59392,0.0010749759737977865,PnPNovelFromPlacematToPlateSplitA,t08_11
0.0007086506866030583,0.01176401972770691,1.1904576032980467e-06,59392,0.0010910809334316344,PnPNovelFromPlacematToPlateSplitA,t12_15
0.0012389666863755794,0.028661370277404785,4.128201611201018e-06,59392,0.002031797630474309,PnPNovelFromPlacematToTieredshelfSplitA,t00_03
0.0007210872505296082,0.020336121320724487,1.3491325942544728e-06,59392,0.0011615216718832554,PnPNovelFromPlacematToTieredshelfSplitA,t04_07
0.0006790887900806332,0.020221292972564697,1.1183265235596727e-06,59392,0.0010575095855639668,PnPNovelFromPlacematToTieredshelfSplitA,t08_11
0.0007196942629230881,0.09038481116294861,1.6422389264801983e-06,59392,0.0012814987032690273,PnPNovelFromPlacematToTieredshelfSplitA,t12_15
0.0011684693086109353,0.03976285457611084,3.6079830541765354e-06,59392,0.0018994691506251254,PnPNovelFromPlateToBowlSplitA,t00_03
0.0007434388246289863,0.02503250539302826,1.5311610524013007e-06,59392,0.0012374009262972534,PnPNovelFromPlateToBowlSplitA,t04_07
0.0006866056836959592,0.03733545541763306,1.202303228363056e-06,59392,0.0010964958861587471,PnPNovelFromPlateToBowlSplitA,t08_11
0.0007215507688130419,0.031995050609111786,1.3055440739974526e-06,59392,0.001142604075783669,PnPNovelFromPlateToBowlSplitA,t12_15
0.0012308532285672659,0.05262097716331482,4.411974854972364e-06,59392,0.0021004701509358243,PnPNovelFromPlateToCardboardboxSplitA,t00_03
0.0007782314852229202,0.03877091407775879,1.8942160802398764e-06,59392,0.0013763052278618563,PnPNovelFromPlateToCardboardboxSplitA,t04_07
0.0006975038409730514,0.020544111728668213,1.1954010111464602e-06,59392,0.0010933439582978726,PnPNovelFromPlateToCardboardboxSplitA,t08_11
0.000722440740242008,0.011231601238250732,1.2632278640719083e-06,59392,0.001123934101303056,PnPNovelFromPlateToCardboardboxSplitA,t12_15
0.0012041423740542147,0.04052305221557617,3.8007047981384845e-06,59392,0.0019495396374884211,PnPNovelFromPlateToPanSplitA,t00_03
