mae,max_abs,mse,n_values,phase,rmse,task
0.003205066639476017,0.11550623178482056,2.8813543353375348e-05,248704,traj_q2,0.005367824825138703,PnPNovelFromTrayToTieredshelfSplitA
0.002705565550186168,0.1447429656982422,1.9249994797721956e-05,223648,traj_q3,0.004387481600841416,PnPNovelFromTrayToTieredshelfSplitA
0.003000719246644806,0.06647539138793945,2.4813086899458977e-05,250560,traj_q4,0.004981273622223435,PnPNovelFromTrayToTieredshelfSplitA
0.018685000283254035,0.2481815218925476,0.0007173314600692681,238496,traj_q1,0.026783044264408556,PnPPotatoToMicrowaveClose
0.020643305537335004,0.1982533186674118,0.0007812024994737894,237104,traj_q2,0.027949999990586574,PnPPotatoToMicrowaveClose
0.01901135986443135,0.16591063141822815,0.0006919454254830195,238960,traj_q3,0.026304855549556236,PnPPotatoToMicrowaveClose
0.018837140040721304,0.20107316970825195,0.0007121664693683591,235712,traj_q4,0.026686447297614553,PnPPotatoToMicrowaveClose
0.016766568111464528,0.14991098642349243,0.0006165127504422621,219008,traj_q1,0.02482967479533838,PnPWineToCabinetClose
0.015459985349465615,0.1510000228881836,0.0004335124107879934,253808,traj_q2,0.020820960851699266,PnPWineToCabinetClose
0.01817909825791389,0.15100783109664917,0.0006386122263919446,217616,traj_q3,0.02527077811211884,PnPWineToCabinetClose
0.019086785850252034,0.20136311650276184,0.0007258442917803226,259840,traj_q4,0.026941497578648492,PnPWineToCabinetClose
